txtAuthor,txtBody_Clean,gd_counts,gd_average,liwc_counts,liwc_averge
Angry_runt,"This was very informative and disheartening, I love it. We should force feed this to TRP.    A couple of corrections in 4.6:                              What is it about her:            Click to expand...      ...followed by a pic of two girls side by side.                                Not only does the woman on the left, who rates as highly as the woman on the left on average, get more than double the site average amount of male attention, she gets almost three times as much attention as the woman on the left who is more consistently and universally considered attaractive.            Click to expand...      If I'm reading this correctly, you're comparing woman on the left with the woman on the left 2 times.",Counter({'relationship': 1}),1,"Counter({'Function': 52, 'Prep': 22, 'Relativ': 20, 'Space': 17, 'Verb': 15, 'Social': 13, 'Article': 11, 'CogProc': 10, 'Adj': 10, 'Pronoun': 9, 'Quant': 8, 'Female': 8, 'Compare': 8, 'FocusPast': 7, 'Conj': 6, 'Ipron': 6, 'Auxverb': 5, 'FocusPresent': 5, 'Adverb': 4, 'Insight': 4, 'Drives': 4, 'Ppron': 3, 'Number': 3, 'Affect': 2, 'Bio': 2, 'Certain': 2, 'SheHe': 2, 'Interrog': 2, 'Reward': 2, 'Time': 2, 'Negemo': 1, 'Sad': 1, 'Posemo': 1, 'Affiliation': 1, 'Discrep': 1, 'Cause': 1, 'Power': 1, 'Ingest': 1, 'Motion': 1, 'Percept': 1, 'See': 1, 'Informal': 1, 'Netspeak': 1, 'Differ': 1, 'Male': 1, 'Tentat': 1, 'You': 1})",281
blickpall,"Thank you, was too beat to revise fully and had issues with imgur. If you find any more errors feel free to share!    EDIT: Updated with corrections.","Counter({'relationship': 2, 'surveillance': 1})",3,"Counter({'Function': 11, 'Verb': 4, 'Prep': 4, 'CogProc': 4, 'Social': 3, 'FocusPresent': 3, 'Pronoun': 2, 'Ppron': 2, 'You': 2, 'Auxverb': 2, 'FocusPast': 2, 'Adverb': 2, 'Drives': 2, 'Insight': 2, 'Quant': 2, 'Adj': 2, 'Affect': 2, 'Posemo': 2, 'Achieve': 1, 'Power': 1, 'Work': 1, 'Relativ': 1, 'Space': 1, 'Conj': 1, 'Tentat': 1, 'Compare': 1, 'Percept': 1, 'Feel': 1, 'Money': 1, 'Affiliation': 1, 'Certain': 1})",66
bbcel,"Congratulations blickpall, high IQ post.    It will be my Sunday reading.",Counter(),0,"Counter({'Function': 3, 'Verb': 3, 'Relativ': 2, 'Auxverb': 2, 'Adj': 1, 'Drives': 1, 'Power': 1, 'Space': 1, 'FocusFuture': 1, 'FocusPresent': 1, 'Pronoun': 1, 'Ppron': 1, 'I': 1})",19
bbcel,"When you can check out this stuff is a punch in the face, certainly one of the best performance analysis of ugly men in date app's https://medium.com/@worstonlinedater","Counter({'surveillance': 2, 'violence': 1, 'loneliness': 1, 'relationship': 1})",5,"Counter({'Function': 13, 'Prep': 5, 'Relativ': 4, 'Pronoun': 3, 'Social': 3, 'Space': 3, 'Article': 3, 'Affect': 3, 'Auxverb': 2, 'FocusPresent': 2, 'Ipron': 2, 'Posemo': 2, 'CogProc': 2, 'Adj': 2, 'Work': 2, 'Ppron': 1, 'You': 1, 'Verb': 1, 'Bio': 1, 'Body': 1, 'Certain': 1, 'Number': 1, 'Compare': 1, 'Drives': 1, 'Achieve': 1, 'Power': 1, 'Reward': 1, 'Insight': 1, 'Negemo': 1, 'Anger': 1, 'Male': 1, 'Friend': 1, 'Time': 1, 'Informal': 1, 'Netspeak': 1})",71
Ledgemund,"Outstanding, thorough work. Any 'rational' sex defender psychology hobbyists will have to invest serious time and attention in order to concoct their characteristically flaccid rebuttals for this.","Counter({'planning': 2, 'soldier': 2, 'relationship': 2, 'murder': 1})",7,"Counter({'Function': 9, 'Prep': 4, 'Drives': 3, 'Work': 3, 'Verb': 3, 'Relativ': 3, 'FocusPresent': 2, 'CogProc': 2, 'Insight': 2, 'Affect': 2, 'Negemo': 2, 'Auxverb': 2, 'Pronoun': 2, 'Achieve': 1, 'Cause': 1, 'Bio': 1, 'Sexual': 1, 'Risk': 1, 'Leisure': 1, 'FocusFuture': 1, 'Money': 1, 'Adj': 1, 'Time': 1, 'Conj': 1, 'Space': 1, 'Power': 1, 'Ppron': 1, 'They': 1, 'Social': 1, 'Ipron': 1})",56
The End,Excellent work.  This is what I always wanted to see.  Facts to back up what we know to be true from experience and observation.    *Edit* You may want to left-align all the text.  Centered text is kinda wonky to read.,"Counter({'planning': 2, 'soldier': 1, 'surveillance': 1})",4,"Counter({'Function': 17, 'Verb': 10, 'CogProc': 8, 'FocusPresent': 7, 'Prep': 7, 'Auxverb': 4, 'Relativ': 4, 'Drives': 3, 'Pronoun': 3, 'Certain': 3, 'Space': 3, 'Work': 2, 'Ipron': 2, 'Interrog': 2, 'Time': 2, 'Discrep': 2, 'FocusPast': 2, 'Percept': 2, 'Tentat': 2, 'Achieve': 1, 'See': 1, 'Adverb': 1, 'Power': 1, 'Ppron': 1, 'We': 1, 'Social': 1, 'Affiliation': 1, 'Insight': 1, 'Adj': 1, 'Affect': 1, 'Posemo': 1, 'Conj': 1, 'FocusFuture': 1, 'Quant': 1, 'Article': 1, 'Informal': 1, 'Netspeak': 1})",103
blickpall,"The End said:                                    Excellent work.  This is what I always wanted to see.  Facts to back up what we know to be true from experience and observation.    *Edit* You may want to left-align all the text.  Centered text is kinda wonky to read.            Click to expand...      Thank you, as well as everyone else who commented here complimenting the work. I did it for you guys.    I considered it, but felt that center align allows for titles, spoiler buttons, and citations to be listed in a much more intuitive way I feel. I focused more on the organizational perks because I don't think there are many people who will read all of this in one sitting, and I wanted people to be able to navigate back to where they left off with greater ease.    I also think that it works better with the images due to the site's layout. Perhaps it's just the layout I have selected (Light).     If I hear some more people saying that they would prefer a justify left presentation, I'll change it; it's not difficult.","Counter({'planning': 5, 'relationship': 3, 'soldier': 2, 'surveillance': 1, 'loneliness': 1, 'deadline': 1})",13,"Counter({'Function': 77, 'Verb': 31, 'CogProc': 26, 'Prep': 24, 'Pronoun': 20, 'Relativ': 19, 'Social': 17, 'FocusPresent': 17, 'Space': 16, 'Ipron': 15, 'Auxverb': 11, 'Drives': 10, 'Adj': 9, 'Percept': 8, 'FocusPast': 8, 'Adverb': 8, 'Insight': 8, 'Conj': 8, 'Quant': 8, 'Article': 8, 'Work': 7, 'Affect': 7, 'Compare': 7, 'Posemo': 6, 'Achieve': 5, 'Interrog': 5, 'Certain': 5, 'Discrep': 5, 'Ppron': 5, 'Time': 4, 'Cause': 4, 'Hear': 3, 'Tentat': 3, 'Differ': 3, 'See': 2, 'Power': 2, 'Affiliation': 2, 'FocusFuture': 2, 'Informal': 2, 'You': 2, 'Feel': 2, 'They': 2, 'We': 1, 'Netspeak': 1, 'Nonflu': 1, 'Friend': 1, 'Male': 1, 'Number': 1, 'Reward': 1, 'Motion': 1, 'Negate': 1, 'Negemo': 1, 'Risk': 1})",444
The End,"blickpall said:                                    If I hear some more people saying that they would prefer a justify left presentation, I'll change it; it's not difficult.            Click to expand...      It's a small quibble, no need to change it on my account.  I used to make web-sites back in the internet's infancy, and I remember seeing that centered text on a lot of amateur phugly web pages.    But the content is excellent, and organized very very well.  How long did it take you to put this together?  Your references\outside-data to back up the claims is hard to do, but crucial to seem objective.  Applaud-its for that, my friend!","Counter({'relationship': 2, 'help': 1, 'deadline': 1, 'loneliness': 1, 'suicide': 1, 'surveillance': 1})",7,"Counter({'Function': 48, 'Verb': 17, 'Relativ': 17, 'CogProc': 15, 'Space': 14, 'Prep': 14, 'Pronoun': 13, 'Ipron': 9, 'Social': 8, 'FocusPresent': 8, 'Drives': 8, 'FocusPast': 6, 'Article': 6, 'Percept': 5, 'Adj': 5, 'Auxverb': 5, 'Insight': 5, 'Cause': 5, 'Adverb': 5, 'Ppron': 4, 'Hear': 3, 'Quant': 3, 'Tentat': 3, 'Discrep': 3, 'Work': 3, 'Motion': 3, 'Affect': 3, 'Power': 3, 'Conj': 3, 'Negate': 2, 'Differ': 2, 'I': 2, 'Time': 2, 'Posemo': 2, 'Affiliation': 2, 'Compare': 1, 'They': 1, 'Negemo': 1, 'Risk': 1, 'Money': 1, 'See': 1, 'Achieve': 1, 'Informal': 1, 'Nonflu': 1, 'Reward': 1, 'You': 1, 'Feel': 1, 'Friend': 1})",269
MogekoLord,more high IQ than anything i will ever post                                    aut said:                                                                                                                    Click to expand...,Counter(),0,"Counter({'Function': 6, 'Relativ': 4, 'Adj': 3, 'CogProc': 3, 'Compare': 2, 'Space': 2, 'Prep': 2, 'Pronoun': 2, 'Verb': 2, 'Quant': 1, 'Drives': 1, 'Power': 1, 'Differ': 1, 'Ipron': 1, 'Tentat': 1, 'Ppron': 1, 'I': 1, 'Auxverb': 1, 'FocusFuture': 1, 'Adverb': 1, 'Certain': 1, 'Time': 1, 'Social': 1, 'Percept': 1, 'Hear': 1, 'FocusPast': 1})",43
Its_OVER,"Great post, it's a shame normies will never attempt to refute it.","Counter({'murder': 1, 'threat': 1})",2,"Counter({'Function': 6, 'Relativ': 2, 'Pronoun': 2, 'Ipron': 2, 'Article': 1, 'Affect': 1, 'Negemo': 1, 'Anx': 1, 'Drives': 1, 'Power': 1, 'Auxverb': 1, 'Verb': 1, 'FocusFuture': 1, 'Adverb': 1, 'Negate': 1, 'CogProc': 1, 'Certain': 1, 'Time': 1, 'Prep': 1})",27
The End,"Its_OVER said:                                    Great post, it's a shame normies will never attempt to refute it.            Click to expand...      They'll refute it thusly, See they're wasting their time writing these long posts rather than actually talking to girls! LOL! Faggots!","Counter({'murder': 1, 'threat': 1, 'planning': 1, 'loneliness': 1})",4,"Counter({'Function': 16, 'Pronoun': 6, 'Social': 5, 'Relativ': 5, 'CogProc': 5, 'Verb': 4, 'Ipron': 4, 'Adverb': 4, 'Prep': 4, 'Differ': 3, 'Time': 2, 'Space': 2, 'Ppron': 2, 'They': 2, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'Article': 1, 'Affect': 1, 'Negemo': 1, 'Anx': 1, 'Drives': 1, 'Power': 1, 'Auxverb': 1, 'FocusFuture': 1, 'Negate': 1, 'Certain': 1, 'Cause': 1, 'Work': 1, 'Discrep': 1, 'Adj': 1, 'Compare': 1, 'Female': 1})",83
blickpall,"The End said:                                    It's a small quibble, no need to change it on my account.  I used to make web-sites back in the internet's infancy, and I remember seeing that centered text on a lot of amateur phugly web pages.    But the content is excellent, and organized very very well.  How long did it take you to put this together?  Your references\outside-data to back up the claims is hard to do, but crucial to seem objective.  Applaud-its for that, my friend!            Click to expand...      Haha well, I'm no programmer/BBwizard so my a e s t h e t i c is lacking, but I appreciate the feedback. I'll make it justify left for a bit, let me know if you think it improves the reading experience dramatically. If not, I'll revert it.    If we count the total amount of work I've put into obtaining all of the information, organizing it, reading the sources and texts, I would say that it is around 30 hours for this specific post. However, much of the relevant content had been read and studied either in my free time or as part of other projects/courses over the past few years, so it was relatively easy to piece it all together for this post. I don't know how long it would have taken to start from scratch, because I find looking for something and not being sure where to find it or whether it even exists often takes up the greater portion of my time when doing research.","Counter({'planning': 5, 'surveillance': 3, 'deadline': 2, 'loneliness': 2, 'help': 1, 'suicide': 1, 'relationship': 1, 'soldier': 1})",16,"Counter({'Function': 124, 'Verb': 44, 'CogProc': 40, 'Relativ': 35, 'Prep': 33, 'Pronoun': 31, 'Space': 22, 'Ipron': 21, 'FocusPresent': 20, 'Drives': 17, 'Conj': 17, 'Article': 15, 'Adverb': 15, 'Auxverb': 15, 'FocusPast': 12, 'Adj': 11, 'Insight': 11, 'Quant': 11, 'Work': 11, 'Ppron': 10, 'Time': 10, 'Differ': 10, 'Affect': 9, 'Posemo': 9, 'Social': 8, 'Cause': 8, 'Percept': 7, 'I': 7, 'Tentat': 7, 'Power': 5, 'Discrep': 5, 'Certain': 5, 'Negate': 4, 'Achieve': 4, 'Reward': 4, 'Affiliation': 4, 'Interrog': 4, 'Motion': 3, 'Compare': 3, 'Hear': 2, 'Money': 2, 'See': 2, 'Informal': 2, 'Nonflu': 2, 'You': 2, 'Feel': 2, 'Friend': 1, 'Risk': 1, 'Leisure': 1, 'We': 1})",649
KilluminoidBR,WOOOOOOOOOOOOOOOOOWWWW,Counter(),0,Counter(),0
blickpall,"Addendum to Part 5: Miscellaneous Quotes and Information:    In suppressing intrasexual competition and reducing the size of the pool of unmarried men, normative monogamy reduces crime rates, including rape, murder, assault, robbery and fraud, as well as decreasing personal abuses.  (Henrich, Boyd, & Richerson, 2012, p. 657)","Counter({'weaponry': 3, 'violence': 1, 'impostor': 1})",5,"Counter({'Function': 12, 'Prep': 6, 'Affect': 6, 'Conj': 5, 'Negemo': 4, 'Anger': 4, 'Drives': 3, 'Power': 3, 'Adj': 3, 'Article': 2, 'Social': 2, 'Compare': 2, 'Risk': 1, 'Achieve': 1, 'Work': 1, 'Leisure': 1, 'Male': 1, 'Bio': 1, 'Sexual': 1, 'Death': 1, 'Adverb': 1, 'Posemo': 1, 'Informal': 1, 'Nonflu': 1})",64
The End,"blickpall said:                                    Haha well, I'm no programmer/BBwizard so my a e s t h e t i c is lacking, but I appreciate the feedback. I'll make it justify left for a bit, let me know if you think it improves the reading experience dramatically. If not, I'll revert it.            Click to expand...      I think it looks a lot better.  Just easier to read formatted that way.     Did I mention I love the way your organized this?  That's one of the biggest differences between a sprawling post no one will read and something that is actually useful.  And the references - that may be the best part.  It turns pure opinion and conjecture into something objective.    Kudos again.","Counter({'planning': 4, 'loneliness': 2, 'deadline': 1, 'relationship': 1})",8,"Counter({'Function': 48, 'CogProc': 19, 'Verb': 18, 'Pronoun': 15, 'Article': 10, 'Ipron': 10, 'Relativ': 10, 'FocusPresent': 9, 'Affect': 8, 'Posemo': 8, 'Space': 7, 'Auxverb': 6, 'Drives': 6, 'Insight': 6, 'Prep': 6, 'Tentat': 6, 'Adj': 6, 'Social': 5, 'Work': 5, 'Conj': 5, 'Ppron': 5, 'Differ': 5, 'Compare': 5, 'Adverb': 4, 'Percept': 3, 'FocusPast': 3, 'Negate': 3, 'I': 3, 'Quant': 3, 'Achieve': 3, 'Discrep': 2, 'Cause': 2, 'You': 2, 'Reward': 2, 'Number': 2, 'Power': 2, 'FocusFuture': 2, 'Hear': 1, 'Informal': 1, 'Nonflu': 1, 'Risk': 1, 'Leisure': 1, 'See': 1, 'Bio': 1, 'Affiliation': 1, 'Motion': 1, 'Certain': 1, 'Time': 1})",275
Its_OVER,"The End said:                                    They'll refute it thusly, See they're wasting their time writing these long posts rather than actually talking to girls! LOL! Faggots!            Click to expand...      They should have better PERSONALITIES like us and harass lonely men online","Counter({'planning': 1, 'loneliness': 1, 'relationship': 1, 'violence': 1})",4,"Counter({'Function': 15, 'Social': 7, 'Verb': 5, 'Pronoun': 5, 'CogProc': 5, 'Prep': 4, 'Adverb': 3, 'Ppron': 3, 'Relativ': 3, 'Differ': 3, 'Compare': 3, 'Affect': 3, 'Ipron': 2, 'They': 2, 'Space': 2, 'Discrep': 2, 'Adj': 2, 'Auxverb': 2, 'Drives': 2, 'Negemo': 2, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'Cause': 1, 'Time': 1, 'Work': 1, 'Female': 1, 'FocusPresent': 1, 'Posemo': 1, 'Achieve': 1, 'Reward': 1, 'We': 1, 'Affiliation': 1, 'Conj': 1, 'Anger': 1, 'Sad': 1, 'Male': 1})",92
blackletcel,Weed said:                                    >tfw Sergeant uses a gif                                                                                 Click to expand...      tbh tbh,Counter(),0,"Counter({'Verb': 2, 'Function': 2, 'Informal': 2, 'Netspeak': 2, 'Social': 1, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'CogProc': 1, 'Cause': 1, 'FocusPresent': 1, 'Article': 1, 'Prep': 1, 'Relativ': 1, 'Space': 1})",19
blickpall,"The End said:                                    I think it looks a lot better.  Just easier to read formatted that way.     Did I mention I love the way your organized this?  That's one of the biggest differences between a sprawling post no one will read and something that is actually useful.  And the references - that may be the best part.  It turns pure opinion and conjecture into something objective.    Kudos again.            Click to expand...      Alright, I'll leave it this way. Thank you.    Appreciate the compliments  Cheers.","Counter({'planning': 3, 'loneliness': 2, 'relationship': 1})",6,"Counter({'Function': 32, 'Verb': 11, 'Pronoun': 11, 'Relativ': 11, 'CogProc': 10, 'Ipron': 9, 'Article': 7, 'Space': 7, 'Social': 6, 'FocusPresent': 6, 'Adj': 6, 'Affect': 6, 'Posemo': 6, 'Tentat': 5, 'Compare': 5, 'Drives': 5, 'Prep': 5, 'Auxverb': 4, 'Work': 3, 'Percept': 2, 'FocusPast': 2, 'Insight': 2, 'Quant': 2, 'Achieve': 2, 'Reward': 2, 'Affiliation': 2, 'Ppron': 2, 'You': 2, 'Number': 2, 'Power': 2, 'Differ': 2, 'FocusFuture': 2, 'Conj': 2, 'Adverb': 2, 'Motion': 2, 'Hear': 1, 'See': 1, 'Bio': 1, 'Negate': 1, 'Certain': 1, 'Time': 1})",193
Solitarian_Walker,"The End said:                                    They'll refute it thusly, See they're wasting their time writing these long posts rather than actually talking to girls! LOL! Faggots!            Click to expand...      They won't say faggot. That's very un-PC. They'll virgin shame and call us nerds and other stereotypical names.","Counter({'planning': 1, 'loneliness': 1, 'murder': 1, 'help': 1})",4,"Counter({'Function': 15, 'Social': 9, 'Pronoun': 6, 'Verb': 5, 'CogProc': 5, 'Adverb': 4, 'Differ': 4, 'Ipron': 3, 'Ppron': 3, 'Relativ': 3, 'Prep': 3, 'Affect': 3, 'Drives': 3, 'Percept': 2, 'Hear': 2, 'FocusPast': 2, 'They': 2, 'Space': 2, 'Negemo': 2, 'Conj': 2, 'Cause': 1, 'Time': 1, 'Work': 1, 'Discrep': 1, 'Adj': 1, 'Compare': 1, 'Female': 1, 'Posemo': 1, 'Achieve': 1, 'Reward': 1, 'FocusPresent': 1, 'Informal': 1, 'Swear': 1, 'Bio': 1, 'Sexual': 1, 'Anx': 1, 'Power': 1, 'We': 1, 'Affiliation': 1})",99
The End,"Solitarian_Walker said:                                    They won't say faggot. That's very un-PC. They'll virgin shame and call us nerds and other stereotypical names.            Click to expand...      You're right, I'm an old man and still remember when faggot was an insult for un-masculine men.  But you're right - they're the good guys and we're the monsters; so they'll be sure to call us names that don't offend the current pc climate.      Toxic masculinity lol","Counter({'help': 2, 'murder': 1, 'loneliness': 1, 'honour': 1, 'violence': 1, 'planning': 1})",7,"Counter({'Function': 26, 'Social': 18, 'Affect': 8, 'Pronoun': 8, 'Relativ': 7, 'Verb': 6, 'Drives': 6, 'Conj': 6, 'Ppron': 6, 'Article': 5, 'Male': 5, 'FocusPast': 4, 'Posemo': 4, 'Adverb': 4, 'Negemo': 4, 'Time': 4, 'FocusPresent': 3, 'Informal': 3, 'We': 3, 'Affiliation': 3, 'CogProc': 3, 'Prep': 3, 'Space': 3, 'Percept': 2, 'Hear': 2, 'Reward': 2, 'Swear': 2, 'Ipron': 2, 'Auxverb': 2, 'Anger': 2, 'They': 2, 'Achieve': 1, 'Bio': 1, 'Sexual': 1, 'Anx': 1, 'Power': 1, 'Differ': 1, 'Insight': 1, 'Interrog': 1, 'Adj': 1, 'You': 1, 'Friend': 1, 'Certain': 1, 'Work': 1, 'Netspeak': 1})",172
